scan_date,equity,cash,positions,holdings
2026-02-13,3.717331770805613,0.014115027571896865,6,"ICHR, LITE, TTMI, FORM, MKSI, LRCX"
2026-02-17,3.7605662440431606,0.15945629921459603,6,"FORM, MKSI, LRCX, TPL, CENX, AGX"
2026-02-18,3.7807574206154166,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-02-19,3.9355865642046055,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-02-20,4.043407005871091,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-02-23,4.069332042315755,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-02-24,4.1046415677724335,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-02-25,4.088864965909704,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-02-26,4.074505456954296,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-02-27,4.073808012942241,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-03-02,4.066087846046545,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-03-03,3.920084513435404,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-03-04,4.06937528755558,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-03-05,3.880236929165665,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-03-06,3.76548567175013,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-03-09,4.016623787105341,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-03-10,4.0537503289608985,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-03-11,4.205764780216509,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-03-12,4.12210218439955,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-03-13,4.162570261178698,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-03-16,4.298965150361826,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-03-17,4.376336649398411,0.037666643268766675,6,"SNDK, MU, CIEN, ICHR, CC, LITE"
2026-03-18,4.480170932217824,0.01233478052093484,6,"ICHR, CC, LITE, UCTT, FORM, TER"
2026-03-19,4.66147358052707,0.01233478052093484,6,"ICHR, CC, LITE, UCTT, FORM, TER"
2026-03-20,4.3611816885166705,0.01233478052093484,6,"ICHR, CC, LITE, UCTT, FORM, TER"
2026-03-23,4.5613339693713675,0.01233478052093484,6,"ICHR, CC, LITE, UCTT, FORM, TER"
2026-03-24,4.9083436239548,0.01233478052093484,6,"ICHR, CC, LITE, UCTT, FORM, TER"
2026-03-25,4.920810137809478,0.01233478052093484,6,"ICHR, CC, LITE, UCTT, FORM, TER"
2026-03-26,4.571511432548764,0.01233478052093484,6,"ICHR, CC, LITE, UCTT, FORM, TER"
2026-03-27,4.553435735705538,0.01233478052093484,6,"ICHR, CC, LITE, UCTT, FORM, TER"
2026-03-30,4.300953782053866,0.01233478052093484,6,"ICHR, CC, LITE, UCTT, FORM, TER"
2026-03-31,4.627465740741547,0.01233478052093484,6,"ICHR, CC, LITE, UCTT, FORM, TER"
2026-04-01,4.78172670542081,0.01233478052093484,6,"ICHR, CC, LITE, UCTT, FORM, TER"
2026-04-02,4.864127232136774,0.01233478052093484,6,"ICHR, CC, LITE, UCTT, FORM, TER"
2026-04-06,4.829530142735101,0.01233478052093484,6,"ICHR, CC, LITE, UCTT, FORM, TER"
2026-04-07,4.938201338119121,0.01233478052093484,6,"ICHR, CC, LITE, UCTT, FORM, TER"
2026-04-08,5.310029920973769,0.01233478052093484,6,"ICHR, CC, LITE, UCTT, FORM, TER"
2026-04-09,5.454412950925443,0.01233478052093484,6,"ICHR, CC, LITE, UCTT, FORM, TER"
2026-04-10,5.594968161855911,0.01233478052093484,6,"ICHR, CC, LITE, UCTT, FORM, TER"
2026-04-13,5.678169264431936,0.01233478052093484,6,"ICHR, CC, LITE, UCTT, FORM, TER"
2026-04-14,5.685574543202352,0.0,6,"UCTT, FORM, TER, TALO, PTEN, SM"
