scan_date,equity,cash,positions,holdings
2025-07-16,1.2802508484187127,0.0029341071037155553,6,"MP, VSAT, SEDG, BMI, ALGM, CLSK"
2025-07-17,1.3088419875054016,0.0029341071037155553,6,"MP, VSAT, SEDG, BMI, ALGM, CLSK"
2025-07-18,1.3368434508587232,0.0029341071037155553,6,"MP, VSAT, SEDG, BMI, ALGM, CLSK"
2025-07-21,1.3113690135273668,0.0029341071037155553,6,"MP, VSAT, SEDG, BMI, ALGM, CLSK"
2025-07-22,1.310029136220051,0.0029341071037155553,6,"MP, VSAT, SEDG, BMI, ALGM, CLSK"
2025-07-23,1.2790208380744006,0.0029341071037155553,6,"MP, VSAT, SEDG, BMI, ALGM, CLSK"
2025-07-24,1.2562140719585941,0.0029341071037155553,6,"MP, VSAT, SEDG, BMI, ALGM, CLSK"
2025-07-25,1.2525365516337015,0.0029341071037155553,6,"MP, VSAT, SEDG, BMI, ALGM, CLSK"
2025-07-28,1.2719803234826639,0.0029341071037155553,6,"MP, VSAT, SEDG, BMI, ALGM, CLSK"
2025-07-29,1.2213221002119234,0.0029341071037155553,6,"MP, VSAT, SEDG, BMI, ALGM, CLSK"
2025-07-30,1.2381043487443106,0.0029341071037155553,6,"MP, VSAT, SEDG, BMI, ALGM, CLSK"
2025-07-31,1.236471227264409,0.0029341071037155553,6,"MP, VSAT, SEDG, BMI, ALGM, CLSK"
2025-08-01,1.230233703851146,0.0029341071037155553,6,"MP, VSAT, SEDG, BMI, ALGM, CLSK"
2025-08-04,1.292401094199406,0.18781145243822336,6,"VSAT, SEDG, BMI, ALGM, CLSK, CVI"
2025-08-05,1.3192666985222699,0.1868668347096054,6,"BMI, ALGM, CLSK, CVI, KTOS, ACLS"
2025-08-06,1.3191798354465092,0.0,6,"CVI, KTOS, ACLS, VSAT, EMR, ACMR"
2025-08-07,1.3061953984213939,0.0,6,"CVI, KTOS, ACLS, VSAT, EMR, ACMR"
2025-08-08,1.3125958845537056,0.0,6,"CVI, KTOS, ACLS, VSAT, EMR, ACMR"
2025-08-11,1.3108679018355498,0.0,6,"CVI, KTOS, ACLS, VSAT, EMR, ACMR"
2025-08-12,1.3476882485832502,0.0,6,"CVI, KTOS, ACLS, VSAT, EMR, ACMR"
2025-08-13,1.3855924335373908,0.0,6,"CVI, KTOS, ACLS, VSAT, EMR, ACMR"
2025-08-14,1.3823615390116093,0.0,6,"CVI, KTOS, ACLS, VSAT, EMR, ACMR"
2025-08-15,1.3620219828364315,0.0,6,"CVI, KTOS, ACLS, VSAT, EMR, ACMR"
2025-08-18,1.36681956565936,0.0,6,"CVI, KTOS, ACLS, VSAT, EMR, ACMR"
2025-08-19,1.3362404636331713,0.0,6,"CVI, KTOS, ACLS, VSAT, EMR, ACMR"
2025-08-20,1.3489799304680943,0.0,6,"CVI, KTOS, ACLS, VSAT, EMR, ACMR"
2025-08-21,1.3392879397210788,0.0,6,"CVI, KTOS, ACLS, VSAT, EMR, ACMR"
